id,title,epic,priority,status,origin,dependencies,body
USE-05,[USE-05] Kostenanzeige mit Herkunft und Instanzzuordnung ausbauen,USE,P1,draft,l8git-Bestand / Ausbau,"USE-01, MOD-01","**Problem und Ziel:** Tatsächliche Providerkosten und lokal geschätzte Kosten unterscheidbar machen.

**Bereich:** /agents · Kontext, Token, Kosten und Limits  
**Priorität:** P1  
**Herkunft:** l8git-Bestand / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** USE-01, MOD-01

**Akzeptanzkriterien:**

- [ ] Pro Turn, Tag, Modell und Instanz sind Tokens und Kosten aggregierbar; Schätzung ist gekennzeichnet und unbekannter Preis bleibt offen.
- [ ] Preisquelle/Stand und Währung sind sichtbar; Abonnementverbrauch wird nicht als tatsächlich belasteter API-Preis ausgegeben.

**Prüfung:** Gemischte Modelle, unbekannter Preis und dupliziertes Resultat.

**Implementierungsanker in l8git:** `src/lib/agents/usage-ledger.ts`, `src/lib/agents/token-cost.ts`, `src/lib/agents/rate-limits.ts`, `src-tauri/src/claude_usage.rs`, `src/components/agents/ui/agent-context-usage.tsx`, `src/lib/agents/providers/claude/chat-store.ts`

**Referenz und Übernahmebasis:** [claudeUsageLimits.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/claudeUsageLimits.ts), [claudeUsageLimits.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/claudeUsageLimits.test.ts), [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [usage.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/usage.md), [providers-claude.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/providers-claude.md)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
USE-06,[USE-06] Rate-Limit-Ereignisse mit Reset und Wartezustand darstellen,USE,P0,draft,T3-Referenz / Ausbau,"EVT-01, EVT-11, CHAT-03","**Problem und Ziel:** Parkenden Turn von einem Fehler oder endlos arbeitenden Agent unterscheiden.

**Bereich:** /agents · Kontext, Token, Kosten und Limits  
**Priorität:** P0  
**Herkunft:** T3-Referenz / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** EVT-01, EVT-11, CHAT-03

**Akzeptanzkriterien:**

- [ ] rate_limit_event zeigt betroffenen Bucket, Beobachtungszeit und plausiblen Reset; mehrere Fenster bleiben getrennt.
- [ ] Wiederholungen werden pro Turn/Bucket dedupliziert; malformed Reset entfernt nicht die Warnung; Stop bleibt möglich.

**Prüfung:** Interleaving zweier Limits, ungültiger Reset und derselbe Grenzwert im nächsten Turn.

**Implementierungsanker in l8git:** `src/lib/agents/usage-ledger.ts`, `src/lib/agents/token-cost.ts`, `src/lib/agents/rate-limits.ts`, `src-tauri/src/claude_usage.rs`, `src/components/agents/ui/agent-context-usage.tsx`, `src/lib/agents/providers/claude/chat-store.ts`

**Referenz und Übernahmebasis:** [claudeUsageLimits.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/claudeUsageLimits.ts), [claudeUsageLimits.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/claudeUsageLimits.test.ts), [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [usage.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/usage.md), [providers-claude.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/providers-claude.md)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
USE-07,[USE-07] Subscription- und Overage-Limits instanzgebunden anzeigen,USE,P1,draft,T3-Referenz / Ausbau,"SET-02, USE-06","**Problem und Ziel:** Bestehenden Usage-Fetch mit Live-Limits und Accountkontext verbinden.

**Bereich:** /agents · Kontext, Token, Kosten und Limits  
**Priorität:** P1  
**Herkunft:** T3-Referenz / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** SET-02, USE-06

**Akzeptanzkriterien:**

- [ ] Cache, Refresh und Resetdaten gehören zur richtigen Instanz; benannte Modell-Buckets werden aus Providerdaten abgeleitet.
- [ ] Abgelaufenes Login, fehlende Berechtigung und erschöpfte Overage-Nutzung sind sichtbar; kein Credential-Inhalt geht ans Frontend.

**Prüfung:** Zwei Accounts und erschöpfte Overage bei gleichzeitigem Modelllimit.

**Implementierungsanker in l8git:** `src/lib/agents/usage-ledger.ts`, `src/lib/agents/token-cost.ts`, `src/lib/agents/rate-limits.ts`, `src-tauri/src/claude_usage.rs`, `src/components/agents/ui/agent-context-usage.tsx`, `src/lib/agents/providers/claude/chat-store.ts`

**Referenz und Übernahmebasis:** [claudeUsageLimits.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/claudeUsageLimits.ts), [claudeUsageLimits.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/claudeUsageLimits.test.ts), [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [usage.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/usage.md), [providers-claude.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/providers-claude.md)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
USE-08,[USE-08] Retries und Wiederaufnahme ohne doppelte Arbeit behandeln,USE,P0,draft,T3-Referenz / Ausbau,"USE-06, RUN-08","**Problem und Ziel:** api_retry und temporäre Überlastung im Turn darstellen.

**Bereich:** /agents · Kontext, Token, Kosten und Limits  
**Priorität:** P0  
**Herkunft:** T3-Referenz / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** USE-06, RUN-08

**Akzeptanzkriterien:**

- [ ] Retry-Versuch, Verzögerung und Fehlerkategorie werden angezeigt; CLI-eigener Retry löst keinen zweiten App-Send aus.
- [ ] Nach terminalem Fehler bleibt Wiederholung bewusst; kein automatischer Provider-/Accountwechsel und keine erneute Toolfreigabe durch Replay.

**Prüfung:** 429/529 mit CLI-Retry, Limitende und Disconnect vor Resultat.

**Implementierungsanker in l8git:** `src/lib/agents/usage-ledger.ts`, `src/lib/agents/token-cost.ts`, `src/lib/agents/rate-limits.ts`, `src-tauri/src/claude_usage.rs`, `src/components/agents/ui/agent-context-usage.tsx`, `src/lib/agents/providers/claude/chat-store.ts`

**Referenz und Übernahmebasis:** [claudeUsageLimits.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/claudeUsageLimits.ts), [claudeUsageLimits.test.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/claudeUsageLimits.test.ts), [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [usage.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/usage.md), [providers-claude.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/providers-claude.md)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
EXT-01,"[EXT-01] Skill-Discovery mit Scope, Frontmatter und Overrides prüfen",EXT,P1,draft,T3-Referenz / Ausbau,"SET-03, SET-05","**Problem und Ziel:** Native Claude-Skills entsprechend wirksamer CLI-Konfiguration auffinden.

**Bereich:** /agents · Skills, MCP, Hooks, Plugins und native Erweiterungen  
**Priorität:** P1  
**Herkunft:** T3-Referenz / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** SET-03, SET-05

**Akzeptanzkriterien:**

- [ ] Config-/Repo-/Plugin-Quellen, Namenskollisionen und Managed-/Local-Overrides sind sichtbar; deaktivierte Skills werden nicht als nutzbar angeboten.
- [ ] user-invocable und disable-model-invocation inklusive unterstützter YAML-Boolean-Formen werden berücksichtigt; Verhalten ist gegen unterstützte CLI verifiziert.

**Prüfung:** Namenskollision, defektes Frontmatter, YAML no und verschachteltes Repo-CWD.

**Implementierungsanker in l8git:** `src/lib/agents/capability-hub.ts`, `src/lib/agents/capability-store.ts`, `src/lib/agents/capability-market.ts`, `src/lib/agents/providers/claude/chat-store.ts`, `src-tauri/src/claude.rs`, `src-tauri/src/agent_addons.rs`, `src/lib/agents/renderer-mcp.ts`

**Referenz und Übernahmebasis:** [ClaudeSkills.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeSkills.ts), [ClaudeSkillDispatch.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeSkillDispatch.ts), [McpProviderSession.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/mcp/McpProviderSession.ts), [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [composer.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/composer.md)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
EXT-02,[EXT-02] Skill-Auswahl und Dispatch einschließlich Anhängen korrigieren,EXT,P1,draft,T3-Referenz / Ausbau,"EXT-01, CHAT-01","**Problem und Ziel:** Skill-Erwähnung zuverlässig in echte CLI-Invocation übersetzen.

**Bereich:** /agents · Skills, MCP, Hooks, Plugins und native Erweiterungen  
**Priorität:** P1  
**Herkunft:** T3-Referenz / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** EXT-01, CHAT-01

**Akzeptanzkriterien:**

- [ ] Picker zeigt Beschreibungen und manuellen Aufrufstatus; unbekannter oder deaktivierter Skill wird nicht als verfügbar ausgegeben.
- [ ] Native Command-Expansion bleibt durch Textblock-Reihenfolge erhalten; mehrere nur manuell aufrufbare Skills werden vor Send erklärt statt scheinbar alle ausgeführt.

**Prüfung:** Skill plus Bild, zwei manuelle Skills und unbekannte Dollar-Erwähnung.

**Implementierungsanker in l8git:** `src/lib/agents/capability-hub.ts`, `src/lib/agents/capability-store.ts`, `src/lib/agents/capability-market.ts`, `src/lib/agents/providers/claude/chat-store.ts`, `src-tauri/src/claude.rs`, `src-tauri/src/agent_addons.rs`, `src/lib/agents/renderer-mcp.ts`

**Referenz und Übernahmebasis:** [ClaudeSkills.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeSkills.ts), [ClaudeSkillDispatch.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeSkillDispatch.ts), [McpProviderSession.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/mcp/McpProviderSession.ts), [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [composer.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/composer.md)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
EXT-03,[EXT-03] Skills und benutzerdefinierte Commands bearbeiten,EXT,P1,draft,l8git-Bestand / Ausbau,"EXT-01, SEC-03","**Problem und Ziel:** Bestehende Create-/Edit-/Duplicate-/Delete-Aktionen auf Instanzen und Scopes erweitern.

**Bereich:** /agents · Skills, MCP, Hooks, Plugins und native Erweiterungen  
**Priorität:** P1  
**Herkunft:** l8git-Bestand / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** EXT-01, SEC-03

**Akzeptanzkriterien:**

- [ ] Editor erhält Frontmatter und Begleitdateien; Validierung, Quellenpfad und Zielscope sind sichtbar.
- [ ] Änderungen schreiben atomar und aktualisieren den Katalog; fremde Dateien und kollidierende Namen werden nicht still überschrieben.

**Prüfung:** Mehrdatei-Skill duplizieren, Dateikonflikt und fehlerhafte Metadaten speichern.

**Implementierungsanker in l8git:** `src/lib/agents/capability-hub.ts`, `src/lib/agents/capability-store.ts`, `src/lib/agents/capability-market.ts`, `src/lib/agents/providers/claude/chat-store.ts`, `src-tauri/src/claude.rs`, `src-tauri/src/agent_addons.rs`, `src/lib/agents/renderer-mcp.ts`

**Referenz und Übernahmebasis:** [ClaudeSkills.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeSkills.ts), [ClaudeSkillDispatch.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeSkillDispatch.ts), [McpProviderSession.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/mcp/McpProviderSession.ts), [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [composer.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/composer.md)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
EXT-04,"[EXT-04] Custom Agents mit Modell, Tools und Scope verwalten",EXT,P1,draft,l8git-Bestand / Ausbau,"EXT-03, MOD-01","**Problem und Ziel:** Native Agent-Definitionen auffinden, bearbeiten und für Starts auswählen.

**Bereich:** /agents · Skills, MCP, Hooks, Plugins und native Erweiterungen  
**Priorität:** P1  
**Herkunft:** l8git-Bestand / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** EXT-03, MOD-01

**Akzeptanzkriterien:**

- [ ] Name, Beschreibung, Instruktionen und CLI-unterstützte Modell-/Tool-/Permission-Felder bleiben erhalten.
- [ ] CLI-only-Felder werden nicht aus Dateien entfernt; ungültige oder nicht unterstützte Definitionen sind gekennzeichnet und starten nicht still den Default-Agent.

**Prüfung:** Repo-/User-Agent mit gleichem Namen und unbekanntem optionalem Feld.

**Implementierungsanker in l8git:** `src/lib/agents/capability-hub.ts`, `src/lib/agents/capability-store.ts`, `src/lib/agents/capability-market.ts`, `src/lib/agents/providers/claude/chat-store.ts`, `src-tauri/src/claude.rs`, `src-tauri/src/agent_addons.rs`, `src/lib/agents/renderer-mcp.ts`

**Referenz und Übernahmebasis:** [ClaudeSkills.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeSkills.ts), [ClaudeSkillDispatch.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeSkillDispatch.ts), [McpProviderSession.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/mcp/McpProviderSession.ts), [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [composer.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/composer.md)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
EXT-05,"[EXT-05] MCP-Inventar, Verbindung und Toolkatalog anzeigen",EXT,P1,draft,l8git-Bestand / Ausbau,"PROV-06, SET-03","**Problem und Ziel:** Laufende und konfigurierte MCP-Server pro Instanz und Repo zusammenführen.

**Bereich:** /agents · Skills, MCP, Hooks, Plugins und native Erweiterungen  
**Priorität:** P1  
**Herkunft:** l8git-Bestand / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** PROV-06, SET-03

**Akzeptanzkriterien:**

- [ ] Stdio, HTTP und unterstützte Legacy-Transporte zeigen Status, Quelle, Tools und Auth-Bedarf; Statusfehler sind keine leere Erfolgsliste.
- [ ] Refresh, deaktivierte Server und Katalogänderungen aktualisieren nur betroffene Sessions; Tokens werden nur durch nötige Toolregistrierung belastet.

**Prüfung:** Server offline, leerer Tools-Katalog und zwei Repos mit gleichnamigem Server.

**Implementierungsanker in l8git:** `src/lib/agents/capability-hub.ts`, `src/lib/agents/capability-store.ts`, `src/lib/agents/capability-market.ts`, `src/lib/agents/providers/claude/chat-store.ts`, `src-tauri/src/claude.rs`, `src-tauri/src/agent_addons.rs`, `src/lib/agents/renderer-mcp.ts`

**Referenz und Übernahmebasis:** [ClaudeSkills.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeSkills.ts), [ClaudeSkillDispatch.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeSkillDispatch.ts), [McpProviderSession.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/mcp/McpProviderSession.ts), [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [composer.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/composer.md)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
EXT-06,"[EXT-06] MCP-Konfiguration, OAuth und Reconnect vervollständigen",EXT,P1,draft,l8git-Bestand / Ausbau,"EXT-05, SET-04, SEC-03","**Problem und Ziel:** Server hinzufügen, bearbeiten, entfernen und anmelden.

**Bereich:** /agents · Skills, MCP, Hooks, Plugins und native Erweiterungen  
**Priorität:** P1  
**Herkunft:** l8git-Bestand / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** EXT-05, SET-04, SEC-03

**Akzeptanzkriterien:**

- [ ] Transport, URL/Command, Args und Secret-Verweise werden validiert; OAuth nutzt die richtige Instanz und unterstützt Abbruch.
- [ ] Bestehende fremde Config bleibt erhalten; Neustartbedarf ist sichtbar und Tool-Reconnect beantwortet keine alte Anfrage doppelt.

**Prüfung:** Abgebrochener OAuth, defekte Config und Serverwechsel mit laufendem Tool.

**Implementierungsanker in l8git:** `src/lib/agents/capability-hub.ts`, `src/lib/agents/capability-store.ts`, `src/lib/agents/capability-market.ts`, `src/lib/agents/providers/claude/chat-store.ts`, `src-tauri/src/claude.rs`, `src-tauri/src/agent_addons.rs`, `src/lib/agents/renderer-mcp.ts`

**Referenz und Übernahmebasis:** [ClaudeSkills.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeSkills.ts), [ClaudeSkillDispatch.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeSkillDispatch.ts), [McpProviderSession.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/mcp/McpProviderSession.ts), [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [composer.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/composer.md)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
EXT-07,[EXT-07] l8git-MCP-Tools in hostseitige Tool-Registry überführen,EXT,P0,draft,l8git-Bestand / Ausbau,"RUN-09, EXT-05, SEC-02","**Problem und Ziel:** Jira, Charts, Barcodes und weitere eigene Tools unabhängig vom Frontend verfügbar halten.

**Bereich:** /agents · Skills, MCP, Hooks, Plugins und native Erweiterungen  
**Priorität:** P0  
**Herkunft:** l8git-Bestand / Ausbau  
**Status:** Entwurf – nicht implementiert/abgenommen durch dieses Ticketpaket  
**Abhängigkeiten:** RUN-09, EXT-05, SEC-02

**Akzeptanzkriterien:**

- [ ] Registry liefert Schema, Handler, Capability und Ergebnis pro Tool; unbekanntes tools/call erzeugt einen echten Fehler statt Render-Erfolgsbestätigung.
- [ ] Toolaufrufe sind an Host/Instanz/Thread/Repo gebunden; ausblendbare Jira-Tools respektieren vorhandene Feature- und Zugriffsgates.

**Prüfung:** Headless-Jira-Aufruf, unbekannter Toolname und fremder Thread-Kontext.

**Implementierungsanker in l8git:** `src/lib/agents/capability-hub.ts`, `src/lib/agents/capability-store.ts`, `src/lib/agents/capability-market.ts`, `src/lib/agents/providers/claude/chat-store.ts`, `src-tauri/src/claude.rs`, `src-tauri/src/agent_addons.rs`, `src/lib/agents/renderer-mcp.ts`

**Referenz und Übernahmebasis:** [ClaudeSkills.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeSkills.ts), [ClaudeSkillDispatch.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Drivers/ClaudeSkillDispatch.ts), [McpProviderSession.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/mcp/McpProviderSession.ts), [ClaudeAdapter.ts](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/apps/server/src/provider/Layers/ClaudeAdapter.ts), [composer.md](https://github.com/pingdotgg/t3code/blob/6c583620ff7ad3235b135af7107c0543467eecfa/docs/user/composer.md)

**Abnahmehinweis:** Bestehendes Verhalten zuerst gegen diese Kriterien prüfen und nur die Lücke implementieren. Nicht unterstützte native Operationen benötigen einen nachgewiesenen Capability-Status; keine stillen No-ops. Die Referenz ist auf Commit `6c583620ff7ad3235b135af7107c0543467eecfa` fixiert.
"
